label,beta,metric_lo,metric_hi,objective,global_max_abs_delta_mu_mumu,d4p0_p95_abs_delta_mu_mumu,d4p0_max_abs_delta_mu_mumu,d4p0_acceptance_mismatch,d4p8_p95_abs_delta_mu_mumu,d4p8_max_abs_delta_mu_mumu,d6p4_p95_abs_delta_mu_mumu,d6p4_max_abs_delta_mu_mumu,d7p2_p95_abs_delta_mu_mumu,d7p2_max_abs_delta_mu_mumu,d8p0_p95_abs_delta_mu_mumu,d8p0_max_abs_delta_mu_mumu
joint_narrow_gnorm,0.04,0.64,0.68,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.04,0.66,0.7,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.04,0.68,0.72,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.06,0.58,0.62,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.06,0.6,0.64,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.06,0.62,0.66,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.06,0.64,0.68,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.06,0.66,0.7,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.06,0.68,0.72,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.08,0.58,0.62,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.08,0.6,0.64,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.08,0.62,0.66,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.08,0.64,0.68,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.08,0.66,0.7,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.08,0.68,0.72,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.1,0.58,0.62,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.1,0.6,0.64,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.1,0.62,0.66,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.1,0.64,0.68,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.1,0.66,0.7,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.1,0.68,0.72,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.12,0.58,0.62,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.12,0.6,0.64,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.12,0.62,0.66,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.12,0.64,0.68,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.12,0.66,0.7,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
joint_narrow_gnorm,0.12,0.68,0.72,115.79966564715885,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,106.01675209034988,106.09235690795059,5.795074563005095,5.795267116552445,1.4641492538520282,1.4641503559314133,1.9888941674383793,1.9888941834723983
