combo_id,placement,peak72,width72,peak96,width96,D,is_reviewer_target,slice_p95_abs_delta_base,slice_p95_abs_delta_parent,slice_p95_abs_delta_guard,slice_mean_abs_improvement_vs_parent,slice_improved_fraction_vs_parent,slice_worsened_fraction_vs_parent,slice_acceptance_flip_fraction_vs_base
634,mu_linear_blend,0.85,0.2,0.3,0.2,8.0,1.0,0.3226590996076344,0.8785726194620134,0.8784141044832929,0.0001585149769300963,1.0,0.0,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,8.8,0.0,0.2966173772580305,0.4950422127882499,0.49502224355321744,1.9969234786161143e-05,1.0,0.0,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,9.6,0.0,3.8406522406830845e-10,0.47675433048053917,0.3337280311923847,0.14302629860434818,1.0,0.0,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,10.4,0.0,0.13275502145859708,0.3786771367944082,0.3786523874906872,2.474930325700358e-05,1.0,0.0,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,11.2,0.0,0.039418146262653206,0.03988482528714281,0.03988482528714281,0.0,0.0,0.0,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,12.0,0.0,0.007342271069870197,0.0271180794127132,0.0271180794127132,5.923446015530561e-19,0.1951219512195122,0.024390243902439025,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,12.8,0.0,0.0018768667329816001,0.0021423152164903,0.0021423152164903,1.0577582170590288e-20,0.04878048780487805,0.024390243902439025,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,13.6,0.0,6.05176014948e-05,6.97662825218e-05,6.97662825218e-05,0.0,0.0,0.0,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,14.4,0.0,1.8854476359752004e-05,3.6819709220216586e-05,3.6819709220216586e-05,0.0,0.0,0.0,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,15.2,0.0,3.6256013108818718e-06,6.415158145658506e-06,6.415158145658506e-06,0.0,0.0,0.0,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,16.0,0.0,3.430726133168541e-07,7.868891092525831e-07,7.868891092525831e-07,0.0,0.0,0.0,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,16.8,0.0,1.4110172436316688e-07,2.965866841839108e-07,2.965866841839108e-07,-5.164835044233539e-24,0.024390243902439025,0.12195121951219512,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,17.6,0.0,1.0659397023341185e-08,1.4786774321133073e-08,1.4786774321133073e-08,0.0,0.0,0.0,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,18.4,0.0,1.0659397023341185e-08,3.469940364745079e-08,3.469940364745079e-08,0.0,0.0,0.0,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,19.200000000000003,0.0,1.0659397023341185e-08,3.9852449283199304e-08,3.9852449283199304e-08,0.0,0.0,0.0,0.0
634,mu_linear_blend,0.85,0.2,0.3,0.2,20.0,0.0,1.0659397023341185e-08,1.0729951287888802e-08,1.0729951287888802e-08,0.0,0.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,4.0,1.0,0.9136772062233662,0.9136772062234826,0.9136772062234826,0.0,0.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,4.8,0.0,0.11569959688635123,0.11569959784952033,0.11569959784952033,0.0,0.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,5.6,0.0,0.3524325004012283,0.3574950418398899,0.3574950418398899,0.0,0.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,6.4,1.0,2.1022273869561374,0.33294416226203083,0.3334486614020875,-0.0005045115105764214,0.0,1.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,7.2,0.0,0.7569953657224833,1.4133093439135251,0.8554424620013354,0.5578663957951888,1.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,8.0,1.0,0.3226590996076344,0.8785726194620134,0.8783581739729733,0.00021444548661796485,1.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,8.8,0.0,0.2966173772580305,0.4950422127882499,0.48698604839294957,0.008056164295894074,1.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,9.6,0.0,3.8406522406830845e-10,0.47675433048053917,0.3337280311923847,0.14302629860434818,1.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,10.4,0.0,0.13275502145859708,0.3786771367944082,0.3686925550544725,0.009984581552759325,1.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,11.2,0.0,0.039418146262653206,0.03988482528714281,0.03988477832113123,4.696600071352197e-08,1.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,12.0,0.0,0.007342271069870197,0.0271180794127132,0.02711807932235765,9.035546396451176e-11,1.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,12.8,0.0,0.0018768667329816001,0.0021423152164903,0.0021423152164902993,9.414048131825356e-19,1.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,13.6,0.0,6.05176014948e-05,6.97662825218e-05,6.97662825218e-05,0.0,0.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,14.4,0.0,1.8854476359752004e-05,3.6819709220216586e-05,3.6819709220216586e-05,0.0,0.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,15.2,0.0,3.6256013108818718e-06,6.415158145658506e-06,6.415158145658506e-06,0.0,0.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,16.0,0.0,3.430726133168541e-07,7.868891092525831e-07,7.868891092525831e-07,0.0,0.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,16.8,0.0,1.4110172436316688e-07,2.965866841839108e-07,2.965866841839108e-07,-5.164835044233539e-24,0.024390243902439025,0.12195121951219512,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,17.6,0.0,1.0659397023341185e-08,1.4786774321133073e-08,1.4786774321133073e-08,0.0,0.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,18.4,0.0,1.0659397023341185e-08,3.469940364745079e-08,3.469940364745079e-08,0.0,0.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,19.200000000000003,0.0,1.0659397023341185e-08,3.9852449283199304e-08,3.9852449283199304e-08,0.0,0.0,0.0,0.0
635,mu_linear_blend,0.85,0.2,0.3,0.4,20.0,0.0,1.0659397023341185e-08,1.0729951287888802e-08,1.0729951287888802e-08,0.0,0.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,4.0,1.0,0.9136772062233662,0.9136772062234826,0.9136772062234826,0.0,0.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,4.8,0.0,0.11569959688635123,0.11569959784952033,0.11569959784952033,0.0,0.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,5.6,0.0,0.3524325004012283,0.3574950418398899,0.3574950418398899,0.0,0.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,6.4,1.0,2.1022273869561374,0.33294416226203083,0.3334486614020804,-0.0005045115105696626,0.0,1.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,7.2,0.0,0.7569953657224833,1.4133093439135251,0.8554424624511396,0.557866395345385,1.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,8.0,1.0,0.3226590996076344,0.8785726194620134,0.8784141044832952,0.00015851497692798958,1.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,8.8,0.0,0.2966173772580305,0.4950422127882499,0.49504221278824767,2.220446049250313e-15,1.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,9.6,0.0,3.8406522406830845e-10,0.47675433048053917,0.23837716508755236,0.23837716434058026,1.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,10.4,0.0,0.13275502145859708,0.3786771367944082,0.3786771367944082,0.0,0.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,11.2,0.0,0.039418146262653206,0.03988482528714281,0.03988482528714281,0.0,0.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,12.0,0.0,0.007342271069870197,0.0271180794127132,0.0271180794127132,5.923446015530561e-19,0.1951219512195122,0.024390243902439025,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,12.8,0.0,0.0018768667329816001,0.0021423152164903,0.0021423152164903,1.0577582170590288e-20,0.04878048780487805,0.024390243902439025,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,13.6,0.0,6.05176014948e-05,6.97662825218e-05,6.97662825218e-05,0.0,0.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,14.4,0.0,1.8854476359752004e-05,3.6819709220216586e-05,3.6819709220216586e-05,0.0,0.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,15.2,0.0,3.6256013108818718e-06,6.415158145658506e-06,6.415158145658506e-06,0.0,0.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,16.0,0.0,3.430726133168541e-07,7.868891092525831e-07,7.868891092525831e-07,0.0,0.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,16.8,0.0,1.4110172436316688e-07,2.965866841839108e-07,2.965866841839108e-07,-5.164835044233539e-24,0.024390243902439025,0.12195121951219512,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,17.6,0.0,1.0659397023341185e-08,1.4786774321133073e-08,1.4786774321133073e-08,0.0,0.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,18.4,0.0,1.0659397023341185e-08,3.469940364745079e-08,3.469940364745079e-08,0.0,0.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,19.200000000000003,0.0,1.0659397023341185e-08,3.9852449283199304e-08,3.9852449283199304e-08,0.0,0.0,0.0,0.0
636,mu_linear_blend,0.85,0.2,0.5,0.02,20.0,0.0,1.0659397023341185e-08,1.0729951287888802e-08,1.0729951287888802e-08,0.0,0.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,4.0,1.0,0.9136772062233662,0.9136772062234826,0.9136772062234826,0.0,0.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,4.8,0.0,0.11569959688635123,0.11569959784952033,0.11569959784952033,0.0,0.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,5.6,0.0,0.3524325004012283,0.3574950418398899,0.3574950418398899,0.0,0.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,6.4,1.0,2.1022273869561374,0.33294416226203083,0.3334486614020804,-0.0005045115105696626,0.0,1.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,7.2,0.0,0.7569953657224833,1.4133093439135251,0.8554424624511396,0.557866395345385,1.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,8.0,1.0,0.3226590996076344,0.8785726194620134,0.8784141044832952,0.00015851497692798958,1.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,8.8,0.0,0.2966173772580305,0.4950422127882499,0.49504221278824767,2.220446049250313e-15,1.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,9.6,0.0,3.8406522406830845e-10,0.47675433048053917,0.23837716508755236,0.23837716434058026,1.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,10.4,0.0,0.13275502145859708,0.3786771367944082,0.3786771367944082,0.0,0.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,11.2,0.0,0.039418146262653206,0.03988482528714281,0.03988482528714281,0.0,0.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,12.0,0.0,0.007342271069870197,0.0271180794127132,0.0271180794127132,5.923446015530561e-19,0.1951219512195122,0.024390243902439025,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,12.8,0.0,0.0018768667329816001,0.0021423152164903,0.0021423152164903,1.0577582170590288e-20,0.04878048780487805,0.024390243902439025,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,13.6,0.0,6.05176014948e-05,6.97662825218e-05,6.97662825218e-05,0.0,0.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,14.4,0.0,1.8854476359752004e-05,3.6819709220216586e-05,3.6819709220216586e-05,0.0,0.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,15.2,0.0,3.6256013108818718e-06,6.415158145658506e-06,6.415158145658506e-06,0.0,0.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,16.0,0.0,3.430726133168541e-07,7.868891092525831e-07,7.868891092525831e-07,0.0,0.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,16.8,0.0,1.4110172436316688e-07,2.965866841839108e-07,2.965866841839108e-07,-5.164835044233539e-24,0.024390243902439025,0.12195121951219512,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,17.6,0.0,1.0659397023341185e-08,1.4786774321133073e-08,1.4786774321133073e-08,0.0,0.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,18.4,0.0,1.0659397023341185e-08,3.469940364745079e-08,3.469940364745079e-08,0.0,0.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,19.200000000000003,0.0,1.0659397023341185e-08,3.9852449283199304e-08,3.9852449283199304e-08,0.0,0.0,0.0,0.0
637,mu_linear_blend,0.85,0.2,0.5,0.05,20.0,0.0,1.0659397023341185e-08,1.0729951287888802e-08,1.0729951287888802e-08,0.0,0.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,4.0,1.0,0.9136772062233662,0.9136772062234826,0.9136772062234826,0.0,0.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,4.8,0.0,0.11569959688635123,0.11569959784952033,0.11569959784952033,0.0,0.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,5.6,0.0,0.3524325004012283,0.3574950418398899,0.3574950418398899,0.0,0.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,6.4,1.0,2.1022273869561374,0.33294416226203083,0.3334486614020804,-0.0005045115105696626,0.0,1.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,7.2,0.0,0.7569953657224833,1.4133093439135251,0.8554424624511396,0.557866395345385,1.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,8.0,1.0,0.3226590996076344,0.8785726194620134,0.8784141044832952,0.00015851497692798958,1.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,8.8,0.0,0.2966173772580305,0.4950422127882499,0.49504221278824656,3.3306690738754696e-15,1.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,9.6,0.0,3.8406522406830845e-10,0.47675433048053917,0.23837716508755236,0.23837716434058026,1.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,10.4,0.0,0.13275502145859708,0.3786771367944082,0.3786771367944066,1.5543122344752192e-15,1.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,11.2,0.0,0.039418146262653206,0.03988482528714281,0.03988482528714281,0.0,0.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,12.0,0.0,0.007342271069870197,0.0271180794127132,0.0271180794127132,5.923446015530561e-19,0.1951219512195122,0.024390243902439025,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,12.8,0.0,0.0018768667329816001,0.0021423152164903,0.0021423152164903,1.0577582170590288e-20,0.04878048780487805,0.024390243902439025,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,13.6,0.0,6.05176014948e-05,6.97662825218e-05,6.97662825218e-05,0.0,0.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,14.4,0.0,1.8854476359752004e-05,3.6819709220216586e-05,3.6819709220216586e-05,0.0,0.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,15.2,0.0,3.6256013108818718e-06,6.415158145658506e-06,6.415158145658506e-06,0.0,0.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,16.0,0.0,3.430726133168541e-07,7.868891092525831e-07,7.868891092525831e-07,0.0,0.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,16.8,0.0,1.4110172436316688e-07,2.965866841839108e-07,2.965866841839108e-07,-5.164835044233539e-24,0.024390243902439025,0.12195121951219512,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,17.6,0.0,1.0659397023341185e-08,1.4786774321133073e-08,1.4786774321133073e-08,0.0,0.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,18.4,0.0,1.0659397023341185e-08,3.469940364745079e-08,3.469940364745079e-08,0.0,0.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,19.200000000000003,0.0,1.0659397023341185e-08,3.9852449283199304e-08,3.9852449283199304e-08,0.0,0.0,0.0,0.0
638,mu_linear_blend,0.85,0.2,0.5,0.1,20.0,0.0,1.0659397023341185e-08,1.0729951287888802e-08,1.0729951287888802e-08,0.0,0.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,4.0,1.0,0.9136772062233662,0.9136772062234826,0.9136772062234826,0.0,0.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,4.8,0.0,0.11569959688635123,0.11569959784952033,0.11569959784952033,0.0,0.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,5.6,0.0,0.3524325004012283,0.3574950418398899,0.3574950418398899,0.0,0.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,6.4,1.0,2.1022273869561374,0.33294416226203083,0.3334486614020804,-0.0005045115105696626,0.0,1.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,7.2,0.0,0.7569953657224833,1.4133093439135251,0.8554424624511396,0.557866395345385,1.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,8.0,1.0,0.3226590996076344,0.8785726194620134,0.8784141044832916,0.00015851497693153145,1.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,8.8,0.0,0.2966173772580305,0.4950422127882499,0.49500893072986374,3.328205797552173e-05,1.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,9.6,0.0,3.8406522406830845e-10,0.47675433048053917,0.23837716508755236,0.23837716434058026,1.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,10.4,0.0,0.13275502145859708,0.3786771367944082,0.37863588795487324,4.124883876166496e-05,1.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,11.2,0.0,0.039418146262653206,0.03988482528714281,0.03988482528714281,0.0,0.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,12.0,0.0,0.007342271069870197,0.0271180794127132,0.0271180794127132,5.923446015530561e-19,0.1951219512195122,0.024390243902439025,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,12.8,0.0,0.0018768667329816001,0.0021423152164903,0.0021423152164903,1.0577582170590288e-20,0.04878048780487805,0.024390243902439025,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,13.6,0.0,6.05176014948e-05,6.97662825218e-05,6.97662825218e-05,0.0,0.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,14.4,0.0,1.8854476359752004e-05,3.6819709220216586e-05,3.6819709220216586e-05,0.0,0.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,15.2,0.0,3.6256013108818718e-06,6.415158145658506e-06,6.415158145658506e-06,0.0,0.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,16.0,0.0,3.430726133168541e-07,7.868891092525831e-07,7.868891092525831e-07,0.0,0.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,16.8,0.0,1.4110172436316688e-07,2.965866841839108e-07,2.965866841839108e-07,-5.164835044233539e-24,0.024390243902439025,0.12195121951219512,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,17.6,0.0,1.0659397023341185e-08,1.4786774321133073e-08,1.4786774321133073e-08,0.0,0.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,18.4,0.0,1.0659397023341185e-08,3.469940364745079e-08,3.469940364745079e-08,0.0,0.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,19.200000000000003,0.0,1.0659397023341185e-08,3.9852449283199304e-08,3.9852449283199304e-08,0.0,0.0,0.0,0.0
639,mu_linear_blend,0.85,0.2,0.5,0.2,20.0,0.0,1.0659397023341185e-08,1.0729951287888802e-08,1.0729951287888802e-08,0.0,0.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,4.0,1.0,0.9136772062233662,0.9136772062234826,0.9136772062234826,0.0,0.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,4.8,0.0,0.11569959688635123,0.11569959784952033,0.11569959784952033,0.0,0.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,5.6,0.0,0.3524325004012283,0.3574950418398899,0.3574950418398899,0.0,0.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,6.4,1.0,2.1022273869561374,0.33294416226203083,0.3334486614020946,-0.0005045115105805807,0.0,1.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,7.2,0.0,0.7569953657224833,1.4133093439135251,0.855442461701466,0.557866396095058,1.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,8.0,1.0,0.3226590996076344,0.8785726194620134,0.8783208869660921,0.00025173249307795017,1.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,8.8,0.0,0.2966173772580305,0.4950422127882499,0.48161527212941757,0.013426940493155369,1.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,9.6,0.0,3.8406522406830845e-10,0.47675433048053917,0.23837716508755236,0.23837716434058026,1.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,10.4,0.0,0.13275502145859708,0.3786771367944082,0.3620361672278488,0.016640969254598872,1.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,11.2,0.0,0.039418146262653206,0.03988482528714281,0.03988474701045684,7.827666785350058e-08,1.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,12.0,0.0,0.007342271069870197,0.0271180794127132,0.02711807926212062,1.5059243774071584e-10,1.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,12.8,0.0,0.0018768667329816001,0.0021423152164903,0.0021423152164902984,1.6501028186120847e-18,1.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,13.6,0.0,6.05176014948e-05,6.97662825218e-05,6.97662825218e-05,0.0,0.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,14.4,0.0,1.8854476359752004e-05,3.6819709220216586e-05,3.6819709220216586e-05,0.0,0.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,15.2,0.0,3.6256013108818718e-06,6.415158145658506e-06,6.415158145658506e-06,0.0,0.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,16.0,0.0,3.430726133168541e-07,7.868891092525831e-07,7.868891092525831e-07,0.0,0.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,16.8,0.0,1.4110172436316688e-07,2.965866841839108e-07,2.965866841839108e-07,-5.164835044233539e-24,0.024390243902439025,0.12195121951219512,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,17.6,0.0,1.0659397023341185e-08,1.4786774321133073e-08,1.4786774321133073e-08,0.0,0.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,18.4,0.0,1.0659397023341185e-08,3.469940364745079e-08,3.469940364745079e-08,0.0,0.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,19.200000000000003,0.0,1.0659397023341185e-08,3.9852449283199304e-08,3.9852449283199304e-08,0.0,0.0,0.0,0.0
640,mu_linear_blend,0.85,0.2,0.5,0.4,20.0,0.0,1.0659397023341185e-08,1.0729951287888802e-08,1.0729951287888802e-08,0.0,0.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,4.0,1.0,0.9136772062233662,0.9136772062234826,0.9136772062234826,0.0,0.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,4.8,0.0,0.11569959688635123,0.11569959784952033,0.11569959784952033,0.0,0.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,5.6,0.0,0.3524325004012283,0.3574950418398899,0.3574950418398899,0.0,0.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,6.4,1.0,2.1022273869561374,0.33294416226203083,0.3334486614020804,-0.0005045115105696626,0.0,1.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,7.2,0.0,0.7569953657224833,1.4133093439135251,0.8554424624511396,0.557866395345385,1.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,8.0,1.0,0.3226590996076344,0.8785726194620134,0.8784141044832952,0.00015851497692798958,1.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,8.8,0.0,0.2966173772580305,0.4950422127882499,0.49504221278824767,2.220446049250313e-15,1.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,9.6,0.0,3.8406522406830845e-10,0.47675433048053917,0.14302629902862418,0.3337280300768124,1.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,10.4,0.0,0.13275502145859708,0.3786771367944082,0.3786771367944082,0.0,0.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,11.2,0.0,0.039418146262653206,0.03988482528714281,0.03988482528714281,0.0,0.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,12.0,0.0,0.007342271069870197,0.0271180794127132,0.0271180794127132,5.923446015530561e-19,0.1951219512195122,0.024390243902439025,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,12.8,0.0,0.0018768667329816001,0.0021423152164903,0.0021423152164903,1.0577582170590288e-20,0.04878048780487805,0.024390243902439025,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,13.6,0.0,6.05176014948e-05,6.97662825218e-05,6.97662825218e-05,0.0,0.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,14.4,0.0,1.8854476359752004e-05,3.6819709220216586e-05,3.6819709220216586e-05,0.0,0.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,15.2,0.0,3.6256013108818718e-06,6.415158145658506e-06,6.415158145658506e-06,0.0,0.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,16.0,0.0,3.430726133168541e-07,7.868891092525831e-07,7.868891092525831e-07,0.0,0.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,16.8,0.0,1.4110172436316688e-07,2.965866841839108e-07,2.965866841839108e-07,-5.164835044233539e-24,0.024390243902439025,0.12195121951219512,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,17.6,0.0,1.0659397023341185e-08,1.4786774321133073e-08,1.4786774321133073e-08,0.0,0.0,0.0,0.0
641,mu_linear_blend,0.85,0.2,0.7,0.02,18.4,0.0,1.0659397023341185e-08,3.469940364745079e-08,3.469940364745079e-08,0.0,0.0,0.0,0.0
